lesson_code|code|title|lesson_order|slides_count|notes
EE-IND-B1-L18|EE-IND-B1-L18-ACT-6|Discussion|6|1|
EE-IND-B1-L19|EE-IND-B1-L19-ACT-1|Warm-up|1|1|
EE-IND-B1-L19|EE-IND-B1-L19-ACT-2|Language Presentation/Review|2|13|
EE-IND-B1-L19|EE-IND-B1-L19-ACT-3|Pronunciation|3|6|
EE-IND-B1-L19|EE-IND-B1-L19-ACT-4|Language Practice|4|9|
EE-IND-B1-L19|EE-IND-B1-L19-ACT-5|Role-play|5|1|
EE-IND-B1-L20|EE-IND-B1-L20-ACT-1|Warm-up|1|1|
EE-IND-B1-L20|EE-IND-B1-L20-ACT-2|Language Presentation/Review|2|11|actitivies 1 and 2 in the same slide
EE-IND-B1-L20|EE-IND-B1-L20-ACT-3|Pronunciation|3|1|
EE-IND-B1-L20|EE-IND-B1-L20-ACT-4|Listening|4|6|
EE-IND-B1-L20|EE-IND-B1-L20-ACT-5|Language Practice|5|6|
EE-IND-B1-L20|EE-IND-B1-L20-ACT-6|Discussion|6|1|
EE-IND-B1-L21|EE-IND-B1-L21-ACT-1|Warm-up|1|1|
EE-IND-B1-L21|EE-IND-B1-L21-ACT-2|Language Presentation/Review|2|13|
EE-IND-B1-L21|EE-IND-B1-L21-ACT-3|Pronunciation|3|7|
EE-IND-B1-L21|EE-IND-B1-L21-ACT-4|Language Practice|4|1|
EE-IND-B1-L21|EE-IND-B1-L21-ACT-5|Role-play|5|1|
EE-IND-B1-L22|EE-IND-B1-L22-ACT-1|Warm-up|1|1|
EE-IND-B1-L22|EE-IND-B1-L22-ACT-2|Language Presentation/Review|2|4|
EE-IND-B1-L22|EE-IND-B1-L22-ACT-3|Listening|3|5|
EE-IND-B1-L22|EE-IND-B1-L22-ACT-4|Language Practice|4|6|
EE-IND-B1-L22|EE-IND-B1-L22-ACT-5|Pronunciation|5|7|
EE-IND-B1-L22|EE-IND-B1-L22-ACT-6|Discussion|6|1|
EE-IND-B1-L23|EE-IND-B1-L23-ACT-1|Warm-up|1|1|
EE-IND-B1-L23|EE-IND-B1-L23-ACT-2|Language Presentation/Review|2|9|
EE-IND-B1-L23|EE-IND-B1-L23-ACT-3|Pronunciation|3|6|
EE-IND-B1-L23|EE-IND-B1-L23-ACT-4|Language Practice|4|7|
EE-IND-B1-L23|EE-IND-B1-L23-ACT-5|Role-play|5|2|
EE-IND-B1-L24|EE-IND-B1-L24-ACT-1|Warm-up|1|1|
EE-IND-B1-L24|EE-IND-B1-L24-ACT-2|Vocabulary|2|9|activities 1 and 2 in the same slide
EE-IND-B1-L24|EE-IND-B1-L24-ACT-3|Listening|3|2|
EE-IND-B1-L24|EE-IND-B1-L24-ACT-4|Language Practice|4|8|
EE-IND-B1-L24|EE-IND-B1-L24-ACT-5|Pronunciation|5|12|
EE-IND-B1-L24|EE-IND-B1-L24-ACT-6|Discussion|6|1|
EE-IND-B1-L25|EE-IND-B1-L25-ACT-1|Warm-up|1|1|
EE-IND-B1-L25|EE-IND-B1-L25-ACT-2|Language Presentation/Review|2|48|
EE-IND-B1-L25|EE-IND-B1-L25-ACT-3|Pronunciation|3|1|
EE-IND-B1-L25|EE-IND-B1-L25-ACT-4|Language Practice|4|1|
EE-IND-B1-L25|EE-IND-B1-L25-ACT-5|Role-play|5|1|
EE-IND-B1-L26|EE-IND-B1-L26-ACT-1|Warm-up|1|1|
EE-IND-B1-L26|EE-IND-B1-L26-ACT-2|Language Presentation/Review|2|4|
EE-IND-B1-L26|EE-IND-B1-L26-ACT-3|Listening|3|6|
EE-IND-B1-L26|EE-IND-B1-L26-ACT-4|Language Practice|4|4|
EE-IND-B1-L26|EE-IND-B1-L26-ACT-5|Pronunciation|5|5|
EE-IND-B1-L26|EE-IND-B1-L26-ACT-6|Discussion|6|1|
EE-IND-B1-L27|EE-IND-B1-L27-ACT-1|Warm-up|1|1|
EE-IND-B1-L27|EE-IND-B1-L27-ACT-2|Language Presentation/Review|2|10|
EE-IND-B1-L27|EE-IND-B1-L27-ACT-3|Pronunciation|3|1|
EE-IND-B1-L27|EE-IND-B1-L27-ACT-4|Language Practice|4|11|
EE-IND-B1-L27|EE-IND-B1-L27-ACT-5|Role-play|5|1|
EE-IND-B1-L28|EE-IND-B1-L28-ACT-1|Warm-up|1|1|
EE-IND-B1-L28|EE-IND-B1-L28-ACT-2|Vocabulary|2|4|
EE-IND-B1-L28|EE-IND-B1-L28-ACT-3|Listening|3|6|
EE-IND-B1-L28|EE-IND-B1-L28-ACT-4|Pronunciation|4|10|
EE-IND-B1-L28|EE-IND-B1-L28-ACT-5|Language Practice|5|1|
EE-IND-B1-L28|EE-IND-B1-L28-ACT-6|Discussion|6|1|
EE-IND-B1-L29|EE-IND-B1-L29-ACT-1|Warm-up|1|1|
EE-IND-B1-L29|EE-IND-B1-L29-ACT-2|Language Presentation/Review|2|14|Missing Slides
EE-IND-B1-L29|EE-IND-B1-L29-ACT-3|Pronunciation|3|7|
EE-IND-B1-L29|EE-IND-B1-L29-ACT-4|Language Practice|4|6|
EE-IND-B1-L29|EE-IND-B1-L29-ACT-5|Discussion|5|1|
EE-IND-B1-L30|EE-IND-B1-L30-ACT-1|Warm-up|1|1|
EE-IND-B1-L30|EE-IND-B1-L30-ACT-2|Language Presentation/Review|2|9|activities 1 and 2 in the same slide
EE-IND-B1-L30|EE-IND-B1-L30-ACT-3|Pronunciation|3|2|
EE-IND-B1-L30|EE-IND-B1-L30-ACT-4|Listening|4|9|
EE-IND-B1-L30|EE-IND-B1-L30-ACT-5|Language Practice|5|6|
EE-IND-B1-L30|EE-IND-B1-L30-ACT-6|Discussion|6|1|
EE-IND-B1-L31|EE-IND-B1-L31-ACT-1|Warm-up|1|2|
EE-IND-B1-L31|EE-IND-B1-L31-ACT-2|Language Presentation/Review|2|7|
EE-IND-B1-L31|EE-IND-B1-L31-ACT-3|Pronunciation|3|5|
EE-IND-B1-L31|EE-IND-B1-L31-ACT-4|Grammar Practice|4|2|
EE-IND-B1-L31|EE-IND-B1-L31-ACT-5|Role-play|5|1|
EE-IND-B1-L32|EE-IND-B1-L32-ACT-1|Warm-up|1|1|
EE-IND-B1-L32|EE-IND-B1-L32-ACT-2|Language Presentation/Review|2|9|
EE-IND-B1-L32|EE-IND-B1-L32-ACT-3|Pronunciation|3|5|
EE-IND-B1-L32|EE-IND-B1-L32-ACT-4|Language Practice|4|1|
EE-IND-B1-L32|EE-IND-B1-L32-ACT-5|Listening|5|2|
EE-IND-B1-L32|EE-IND-B1-L32-ACT-6|Discussion|6|1|
EE-IND-B1-L33|EE-IND-B1-L33-ACT-1|Warm-up|1|1|
EE-IND-B1-L33|EE-IND-B1-L33-ACT-2|Language Presentation/Review|2|11|
EE-IND-B1-L33|EE-IND-B1-L33-ACT-3|Pronunciation|3|6|
EE-IND-B1-L33|EE-IND-B1-L33-ACT-4|Language Practice|4|1|
EE-IND-B1-L33|EE-IND-B1-L33-ACT-5|Discussion|5|1|
EE-IND-B1-L34|EE-IND-B1-L34-ACT-1|Warm-up|1|1|
EE-IND-B1-L34|EE-IND-B1-L34-ACT-2|Language Presentation/Review|2|3|
EE-IND-B1-L34|EE-IND-B1-L34-ACT-3|Pronunciation|3|2|
EE-IND-B1-L34|EE-IND-B1-L34-ACT-4|Reading|4|2|
EE-IND-B1-L34|EE-IND-B1-L34-ACT-5|Language Practice|5|3|
EE-IND-B1-L34|EE-IND-B1-L34-ACT-6|Discussion|6|1|
EE-IND-B1-L35|EE-IND-B1-L35-ACT-1|Warm-up|1|1|
EE-IND-B1-L35|EE-IND-B1-L35-ACT-2|Language Presentation/Review|2|16|
EE-IND-B1-L35|EE-IND-B1-L35-ACT-3|Pronunciation|3|5|
EE-IND-B1-L35|EE-IND-B1-L35-ACT-4|Language Practice|4|9|
EE-IND-B1-L35|EE-IND-B1-L35-ACT-5|Discussion|5|1|
EE-IND-B1-L36|EE-IND-B1-L36-ACT-1|Warm-up|1|1|
EE-IND-B1-L36|EE-IND-B1-L36-ACT-2|Language Presentation/Review|2|5|
EE-IND-B1-L36|EE-IND-B1-L36-ACT-3|Language Practice|3|7|
EE-IND-B1-L36|EE-IND-B1-L36-ACT-4|Pronunciation|4|5|
EE-IND-B1-L36|EE-IND-B1-L36-ACT-5|Role-play|5|2|
EE-IND-B1-L37|EE-IND-B1-L37-ACT-1|Warm-up|1|1|
EE-IND-B1-L37|EE-IND-B1-L37-ACT-2|Vocabulary|2|9|
EE-IND-B1-L37|EE-IND-B1-L37-ACT-3|Listening|3|6|
EE-IND-B1-L37|EE-IND-B1-L37-ACT-4|Pronunciation|4|3|
EE-IND-B1-L37|EE-IND-B1-L37-ACT-5|Language Practice|5|6|
EE-IND-B1-L37|EE-IND-B1-L37-ACT-6|Discussion|6|1|
EE-IND-B1-L38|EE-IND-B1-L38-ACT-1|Warm-up|1|1|
EE-IND-B1-L38|EE-IND-B1-L38-ACT-2|Language Presentation/Review|2|9|
EE-IND-B1-L38|EE-IND-B1-L38-ACT-3|Pronunciation|3|2|
EE-IND-B1-L38|EE-IND-B1-L38-ACT-4|Language Practice|4|8|
EE-IND-B1-L38|EE-IND-B1-L38-ACT-5|Discussion|5|1|
EE-IND-B1-L39|EE-IND-B1-L39-ACT-1|Warm-up|1|1|activities warm-up and 1 in the same slide
EE-IND-B1-L39|EE-IND-B1-L39-ACT-2|Language Presentation/Review|2|7|
EE-IND-B1-L39|EE-IND-B1-L39-ACT-3|Pronunciation|3|7|activities 2 and 3 in the same slide
EE-IND-B1-L39|EE-IND-B1-L39-ACT-4|Language Practice|4|1|
EE-IND-B1-L39|EE-IND-B1-L39-ACT-5|Role-play|5|2|
EE-IND-B1-L40|EE-IND-B1-L40-ACT-1|Warm-up|1|1|
EE-IND-B1-L40|EE-IND-B1-L40-ACT-2|Language Presentation/Review|2|5|
EE-IND-B1-L40|EE-IND-B1-L40-ACT-3|Listening|3|5|
EE-IND-B1-L40|EE-IND-B1-L40-ACT-4|Language Practice|4|4|
EE-IND-B1-L40|EE-IND-B1-L40-ACT-5|Pronunciation|5|7|
EE-IND-B1-L40|EE-IND-B1-L40-ACT-6|Role-play|6|1|
EE-IND-B1-L41|EE-IND-B1-L41-ACT-1|Warm-up|1|1|
EE-IND-B1-L41|EE-IND-B1-L41-ACT-2|Language Presentation/Review|2|7|
EE-IND-B1-L41|EE-IND-B1-L41-ACT-3|Pronunciation|3|4|
EE-IND-B1-L41|EE-IND-B1-L41-ACT-4|Language Practice|4|11|
EE-IND-B1-L41|EE-IND-B1-L41-ACT-5|Discussion|5|1|
EE-IND-B1-L42|EE-IND-B1-L42-ACT-1|Warm-up|1|1|
EE-IND-B1-L42|EE-IND-B1-L42-ACT-2|Language Presentation/Review|2|10|
EE-IND-B1-L42|EE-IND-B1-L42-ACT-3|Pronunciation|3|9|
EE-IND-B1-L42|EE-IND-B1-L42-ACT-4|Language Practice|4|17|
EE-IND-B1-L42|EE-IND-B1-L42-ACT-5|Discussion|5|1|
EE-IND-B1-L43|EE-IND-B1-L43-ACT-1|Warm-up|1|1|
EE-IND-B1-L43|EE-IND-B1-L43-ACT-2|Language Practice|2|8|
EE-IND-B1-L43|EE-IND-B1-L43-ACT-3|Pronunciation|3|5|
EE-IND-B1-L43|EE-IND-B1-L43-ACT-4|Listening|4|11|
EE-IND-B1-L43|EE-IND-B1-L43-ACT-5|Role-play|5|2|
EE-IND-B1-L44|EE-IND-B1-L44-ACT-1|Warm-up|1|1|
EE-IND-B1-L44|EE-IND-B1-L44-ACT-2|Language Presentation/Review|2|8|
EE-IND-B1-L44|EE-IND-B1-L44-ACT-3|Pronunciation|3|6|
EE-IND-B1-L44|EE-IND-B1-L44-ACT-4|Language Practice|4|9|
EE-IND-B1-L44|EE-IND-B1-L44-ACT-5|Role-play|5|1|
EE-IND-B1-L45|EE-IND-B1-L45-ACT-1|Warm-up|1|1|
EE-IND-B1-L45|EE-IND-B1-L45-ACT-2|Language Presentation/Review|2|22|
EE-IND-B1-L45|EE-IND-B1-L45-ACT-3|Pronunciation|3|2|
EE-IND-B1-L45|EE-IND-B1-L45-ACT-4|Language Practice|4|1|
EE-IND-B1-L45|EE-IND-B1-L45-ACT-5|Role-play|5|1|
EE-IND-B1-L46|EE-IND-B1-L46-ACT-1|Warm-up|1|1|
EE-IND-B1-L46|EE-IND-B1-L46-ACT-2|Vocabulary|2|7|
EE-IND-B1-L46|EE-IND-B1-L46-ACT-3|Pronunciation|3|6|
EE-IND-B1-L46|EE-IND-B1-L46-ACT-4|Listening|4|3|
EE-IND-B1-L46|EE-IND-B1-L46-ACT-5|Language Practice|5|8|
EE-IND-B1-L46|EE-IND-B1-L46-ACT-6|Discussion|6|1|
EE-IND-B1-L47|EE-IND-B1-L47-ACT-1|Warm-up|1|1|
EE-IND-B1-L47|EE-IND-B1-L47-ACT-2|Language Presentation/Review|2|10|
EE-IND-B1-L47|EE-IND-B1-L47-ACT-3|Pronunciation|3|6|
EE-IND-B1-L47|EE-IND-B1-L47-ACT-4|Language Practice|4|9|
EE-IND-B1-L47|EE-IND-B1-L47-ACT-5|Discussion|5|1|
EE-IND-B1-L48|EE-IND-B1-L48-ACT-1|Warm-up|1|1|
EE-IND-B1-L48|EE-IND-B1-L48-ACT-2|Language Presentation/Review|2|8|
EE-IND-B1-L48|EE-IND-B1-L48-ACT-3|Pronunciation|3|2|
EE-IND-B1-L48|EE-IND-B1-L48-ACT-4|Language Practice|4|8|
EE-IND-B1-L48|EE-IND-B1-L48-ACT-5|Discussion|5|1|
EE-IND-B2-L1|EE-IND-B2-L1-ACT-1|Warm-up|1|1|
EE-IND-B2-L1|EE-IND-B2-L1-ACT-2|Vocabulary|2|2|
EE-IND-B2-L1|EE-IND-B2-L1-ACT-3|Listening|3|2|
EE-IND-B2-L1|EE-IND-B2-L1-ACT-4|Language Practice|4|9|
EE-IND-B2-L1|EE-IND-B2-L1-ACT-5|Pronunciation|5|1|
EE-IND-B2-L1|EE-IND-B2-L1-ACT-6|Discussion|6|1|
EE-IND-B2-L2|EE-IND-B2-L2-ACT-1|Warm-up|1|1|
EE-IND-B2-L2|EE-IND-B2-L2-ACT-2|Language Presentation/Review|2|2|
EE-IND-B2-L2|EE-IND-B2-L2-ACT-3|Listening|3|2|
EE-IND-B2-L2|EE-IND-B2-L2-ACT-4|Language Practice|4|7|
EE-IND-B2-L2|EE-IND-B2-L2-ACT-5|Pronunciation|5|1|
EE-IND-B2-L2|EE-IND-B2-L2-ACT-6|Role-play|6|1|
EE-IND-B2-L3|EE-IND-B2-L3-ACT-1|Warm-up|1|1|
EE-IND-B2-L3|EE-IND-B2-L3-ACT-2|Language Presentation/Review|2|10|
EE-IND-B2-L3|EE-IND-B2-L3-ACT-3|Pronunciation|3|9|
EE-IND-B2-L3|EE-IND-B2-L3-ACT-4|Language Practice|4|3|
EE-IND-B2-L3|EE-IND-B2-L3-ACT-5|Discussion|5|1|
EE-IND-B2-L4|EE-IND-B2-L4-ACT-1|Warm-up|1|1|
EE-IND-B2-L4|EE-IND-B2-L4-ACT-2|Vocabulary|2|17|
EE-IND-B2-L4|EE-IND-B2-L4-ACT-3|Listening|3|6|
EE-IND-B2-L4|EE-IND-B2-L4-ACT-4|Language Practice|4|10|
EE-IND-B2-L4|EE-IND-B2-L4-ACT-5|Pronunciation|5|2|
EE-IND-B2-L4|EE-IND-B2-L4-ACT-6|Discussion|6|1|
EE-IND-B2-L5|EE-IND-B2-L5-ACT-1|Warm-up|1|1|
EE-IND-B2-L5|EE-IND-B2-L5-ACT-2|Language Presentation/Review|2|4|
EE-IND-B2-L5|EE-IND-B2-L5-ACT-3|Listening|3|6|
EE-IND-B2-L5|EE-IND-B2-L5-ACT-4|Language Practice|4|6|
EE-IND-B2-L5|EE-IND-B2-L5-ACT-5|Pronunciation|5|9|
EE-IND-B2-L5|EE-IND-B2-L5-ACT-6|Discussion|6|2|
EE-IND-B2-L6|EE-IND-B2-L6-ACT-1|Warm-up|1|1|
EE-IND-B2-L6|EE-IND-B2-L6-ACT-2|Language Presentation/Review|2|8|
EE-IND-B2-L6|EE-IND-B2-L6-ACT-3|Listening|3|7|
EE-IND-B2-L6|EE-IND-B2-L6-ACT-4|Language Practice|4|11|
EE-IND-B2-L6|EE-IND-B2-L6-ACT-5|Pronunciation|5|6|
EE-IND-B2-L6|EE-IND-B2-L6-ACT-6|Role-play|6|2|
EE-IND-B2-L7|EE-IND-B2-L7-ACT-1|Warm-up|1|1|
EE-IND-B2-L7|EE-IND-B2-L7-ACT-2|Language Presentation/Review|2|1|
EE-IND-B2-L7|EE-IND-B2-L7-ACT-3|Pronunciation|3|3|
EE-IND-B2-L7|EE-IND-B2-L7-ACT-4|Listening|4|2|
EE-IND-B2-L7|EE-IND-B2-L7-ACT-5|Language Practice|5|8|last slide is duplicated for no reason
EE-IND-B2-L7|EE-IND-B2-L7-ACT-6|Discussion|6|1|
EE-IND-B2-L8|EE-IND-B2-L8-ACT-1|Warm-up|1|1|
EE-IND-B2-L8|EE-IND-B2-L8-ACT-2|Vocabulary|2|7|
EE-IND-B2-L8|EE-IND-B2-L8-ACT-3|Listening|3|6|
EE-IND-B2-L8|EE-IND-B2-L8-ACT-4|Language Practice|4|6|
EE-IND-B2-L8|EE-IND-B2-L8-ACT-5|Pronunciation|5|6|
EE-IND-B2-L8|EE-IND-B2-L8-ACT-6|Discussion|6|1|
EE-IND-B2-L9|EE-IND-B2-L9-ACT-1|Warm-up|1|1|
EE-IND-B2-L9|EE-IND-B2-L9-ACT-2|Language Presentation/Review|2|18|
EE-IND-B2-L9|EE-IND-B2-L9-ACT-3|Pronunciation|3|7|
EE-IND-B2-L9|EE-IND-B2-L9-ACT-4|Language Practice|4|1|
EE-IND-B2-L9|EE-IND-B2-L9-ACT-5|Discussion|5|2|
EE-IND-B2-L10|EE-IND-B2-L10-ACT-1|Warm-up|1|1|
EE-IND-B2-L10|EE-IND-B2-L10-ACT-2|Language Presentation/Review|2|11|
EE-IND-B2-L10|EE-IND-B2-L10-ACT-3|Listening|3|10|
EE-IND-B2-L10|EE-IND-B2-L10-ACT-4|Pronunciation|4|6|
EE-IND-B2-L10|EE-IND-B2-L10-ACT-5|Discussion|5|1|
EE-IND-B2-L11|EE-IND-B2-L11-ACT-1|Warm-up|1|1|
EE-IND-B2-L11|EE-IND-B2-L11-ACT-2|Language Presentation/Review|2|2|
EE-IND-B2-L11|EE-IND-B2-L11-ACT-3|Listening|3|3|
EE-IND-B2-L11|EE-IND-B2-L11-ACT-4|Language Practice|4|5|
EE-IND-B2-L11|EE-IND-B2-L11-ACT-5|Pronunciation|5|5|
EE-IND-B2-L11|EE-IND-B2-L11-ACT-6|Discussion|6|1|
EE-IND-B2-L12|EE-IND-B2-L12-ACT-1|Warm-up|1|1|
EE-IND-B2-L12|EE-IND-B2-L12-ACT-2|Language Presentation/Review|2|8|
EE-IND-B2-L12|EE-IND-B2-L12-ACT-3|Listening|3|6|
EE-IND-B2-L12|EE-IND-B2-L12-ACT-4|Language Practice|4|4|
EE-IND-B2-L12|EE-IND-B2-L12-ACT-5|Pronunciation|5|4|
EE-IND-B2-L12|EE-IND-B2-L12-ACT-6|Discussion|6|1|
EE-IND-B2-L13|EE-IND-B2-L13-ACT-1|Warm-up|1|1|
EE-IND-B2-L13|EE-IND-B2-L13-ACT-2|Vocabulary|2|8|
EE-IND-B2-L13|EE-IND-B2-L13-ACT-3|Listening|3|10|
EE-IND-B2-L13|EE-IND-B2-L13-ACT-4|Language Practice|4|4|
EE-IND-B2-L13|EE-IND-B2-L13-ACT-5|Discussion|5|1|
EE-IND-B2-L14|EE-IND-B2-L14-ACT-1|Warm-up|1|1|
EE-IND-B2-L14|EE-IND-B2-L14-ACT-2|Language Presentation/Review|2|7|
EE-IND-B2-L14|EE-IND-B2-L14-ACT-3|Pronunciation|3|5|
EE-IND-B2-L14|EE-IND-B2-L14-ACT-4|Language Practice|4|7|
EE-IND-B2-L14|EE-IND-B2-L14-ACT-5|Discussion|5|1|
EE-IND-B2-L15|EE-IND-B2-L15-ACT-1|Warm-up|1|1|
EE-IND-B2-L15|EE-IND-B2-L15-ACT-2|Language Presentation/Review|2|6|
EE-IND-B2-L15|EE-IND-B2-L15-ACT-3|Listening|3|2|
EE-IND-B2-L15|EE-IND-B2-L15-ACT-4|Pronunciation|4|1|
EE-IND-B2-L15|EE-IND-B2-L15-ACT-5|Language Practice|5|9|
EE-IND-B2-L15|EE-IND-B2-L15-ACT-6|Role-play|6|1|
EE-IND-B2-L16|EE-IND-B2-L16-ACT-1|Warm-up|1|1|
EE-IND-B2-L16|EE-IND-B2-L16-ACT-2|Language Presentation/Review|2|8|
EE-IND-B2-L16|EE-IND-B2-L16-ACT-3|Listening|3|6|
EE-IND-B2-L16|EE-IND-B2-L16-ACT-4|Language Practice|4|6|
EE-IND-B2-L16|EE-IND-B2-L16-ACT-5|Speech and Pronunciation|5|2|
EE-IND-B2-L16|EE-IND-B2-L16-ACT-6|Discussion|6|1|
EE-IND-B2-L17|EE-IND-B2-L17-ACT-1|Warm-up|1|9|
EE-IND-B2-L17|EE-IND-B2-L17-ACT-2|Language Presentation/Review|2|6|
EE-IND-B2-L17|EE-IND-B2-L17-ACT-3|Pronunciation|3|11|
EE-IND-B2-L17|EE-IND-B2-L17-ACT-4|Language Practice|4|12|
EE-IND-B2-L17|EE-IND-B2-L17-ACT-5|Discussion|5|1|
EE-IND-B2-L18|EE-IND-B2-L18-ACT-1|Warm-up|1|1|
EE-IND-B2-L18|EE-IND-B2-L18-ACT-2|Language Presentation/Review|2|8|
EE-IND-B2-L18|EE-IND-B2-L18-ACT-3|Listening|3|6|
EE-IND-B2-L18|EE-IND-B2-L18-ACT-4|Language Practice|4|6|
EE-IND-B2-L18|EE-IND-B2-L18-ACT-5|Pronunciation|5|2|
EE-IND-B2-L18|EE-IND-B2-L18-ACT-6|Discussion|6|2|
EE-IND-B2-L19|EE-IND-B2-L19-ACT-1|Warm-up|1|1|
EE-IND-B2-L19|EE-IND-B2-L19-ACT-2|Language Presentation/Review|2|7|
EE-IND-B2-L19|EE-IND-B2-L19-ACT-3|Listening|3|16|
EE-IND-B2-L19|EE-IND-B2-L19-ACT-4|Pronunciation|4|5|
EE-IND-B2-L19|EE-IND-B2-L19-ACT-5|Discussion|5|1|
EE-IND-B2-L20|EE-IND-B2-L20-ACT-1|Warm-up|1|1|
EE-IND-B2-L20|EE-IND-B2-L20-ACT-2|Language Presentation/Review|2|6|
EE-IND-B2-L20|EE-IND-B2-L20-ACT-3|Pronunciation|3|6|
EE-IND-B2-L20|EE-IND-B2-L20-ACT-4|Language Practice|4|6|
EE-IND-B2-L20|EE-IND-B2-L20-ACT-5|Role-play|5|1|
EE-IND-B2-L21|EE-IND-B2-L21-ACT-1|Warm-up|1|1|
EE-IND-B2-L21|EE-IND-B2-L21-ACT-2|Language Practice|2|11|
EE-IND-B2-L21|EE-IND-B2-L21-ACT-3|Pronunciation|3|11|
EE-IND-B2-L21|EE-IND-B2-L21-ACT-4|Listening|4|5|
EE-IND-B2-L21|EE-IND-B2-L21-ACT-5|Language Practice|5|8|
EE-IND-B2-L21|EE-IND-B2-L21-ACT-6|Discussion|6|1|
EE-IND-B2-L22|EE-IND-B2-L22-ACT-1|Warm-up|1|1|
EE-IND-B2-L22|EE-IND-B2-L22-ACT-2|Language Presentation/Review|2|9|
EE-IND-B2-L22|EE-IND-B2-L22-ACT-3|Pronunciation|3|7|activities 2 and 3 in the same slide
EE-IND-B2-L22|EE-IND-B2-L22-ACT-4|Language Practice|4|2|
EE-IND-B2-L22|EE-IND-B2-L22-ACT-5|Discussion|5|1|
EE-IND-B2-L23|EE-IND-B2-L23-ACT-1|Warm-up|1|1|
EE-IND-B2-L23|EE-IND-B2-L23-ACT-2|Language Presentation/Review|2|10|
EE-IND-B2-L23|EE-IND-B2-L23-ACT-3|Listening|3|8|
EE-IND-B2-L23|EE-IND-B2-L23-ACT-4|Pronunciation|4|3|
EE-IND-B2-L23|EE-IND-B2-L23-ACT-5|Discussion|5|1|
EE-IND-B2-L24|EE-IND-B2-L24-ACT-1|Warm-up|1|1|
EE-IND-B2-L24|EE-IND-B2-L24-ACT-2|Language Presentation/Review|2|14|
EE-IND-B2-L24|EE-IND-B2-L24-ACT-3|Pronunciation|3|9|
EE-IND-B2-L24|EE-IND-B2-L24-ACT-4|Language Practice|4|1|
EE-IND-B2-L24|EE-IND-B2-L24-ACT-5|Discussion|5|1|
EE-IND-B2-L25|EE-IND-B2-L25-ACT-1|Warm-up|1|1|
EE-IND-B2-L25|EE-IND-B2-L25-ACT-2|Language Presentation/Review|2|11|
EE-IND-B2-L25|EE-IND-B2-L25-ACT-3|Pronunciation|3|6|
EE-IND-B2-L25|EE-IND-B2-L25-ACT-4|Listening|4|3|
EE-IND-B2-L25|EE-IND-B2-L25-ACT-5|Discussion|5|1|
EE-IND-B2-L26|EE-IND-B2-L26-ACT-1|Warm-up|1|1|
EE-IND-B2-L26|EE-IND-B2-L26-ACT-2|Language Presentation/Review|2|12|
EE-IND-B2-L26|EE-IND-B2-L26-ACT-3|Language Practice|3|6|
EE-IND-B2-L26|EE-IND-B2-L26-ACT-4|Pronunciation|4|4|
EE-IND-B2-L26|EE-IND-B2-L26-ACT-5|Discussion|5|1|
EE-IND-B2-L27|EE-IND-B2-L27-ACT-1|Warm-up|1|1|
EE-IND-B2-L27|EE-IND-B2-L27-ACT-2|Language Presentation/Review|2|9|
EE-IND-B2-L27|EE-IND-B2-L27-ACT-3|Listening|3|7|
EE-IND-B2-L27|EE-IND-B2-L27-ACT-4|Language Practice|4|9|
EE-IND-B2-L27|EE-IND-B2-L27-ACT-5|Pronunciation|5|7|
EE-IND-B2-L27|EE-IND-B2-L27-ACT-6|Role-play|6|1|
EE-IND-B2-L28|EE-IND-B2-L28-ACT-1|Warm-up|1|1|
EE-IND-B2-L28|EE-IND-B2-L28-ACT-2|Language Presentation/Review|2|6|
EE-IND-B2-L28|EE-IND-B2-L28-ACT-3|Language Practice|3|5|
EE-IND-B2-L28|EE-IND-B2-L28-ACT-4|Pronunciation|4|2|
EE-IND-B2-L28|EE-IND-B2-L28-ACT-5|Discussion|5|1|
EE-IND-B2-L29|EE-IND-B2-L29-ACT-1|Warm-up|1|1|
EE-IND-B2-L29|EE-IND-B2-L29-ACT-2|Language Presentation/Review|2|1|
EE-IND-B2-L29|EE-IND-B2-L29-ACT-3|Pronunciation|3|3|
EE-IND-B2-L29|EE-IND-B2-L29-ACT-4|Listening|4|4|
EE-IND-B2-L29|EE-IND-B2-L29-ACT-5|Language Practice|5|7|
EE-IND-B2-L29|EE-IND-B2-L29-ACT-6|Discussion|6|1|
EE-IND-B2-L30|EE-IND-B2-L30-ACT-1|Warm-up|1|1|
EE-IND-B2-L30|EE-IND-B2-L30-ACT-2|Language Presentation/Review|2|9|
EE-IND-B2-L30|EE-IND-B2-L30-ACT-3|Language Practice|3|10|
EE-IND-B2-L30|EE-IND-B2-L30-ACT-4|Discussion|4|2|
EE-IND-B2-L31|EE-IND-B2-L31-ACT-1|Warm-up|1|1|
EE-IND-B2-L31|EE-IND-B2-L31-ACT-2|Language Presentation/Review|2|4|
EE-IND-B2-L31|EE-IND-B2-L31-ACT-3|Listening|3|2|
EE-IND-B2-L31|EE-IND-B2-L31-ACT-4|Pronunciation|4|11|
EE-IND-B2-L31|EE-IND-B2-L31-ACT-5|Language Practice|5|7|
EE-IND-B2-L31|EE-IND-B2-L31-ACT-6|Discussion|6|1|
EE-IND-B2-L32|EE-IND-B2-L32-ACT-1|Warm-up|1|1|
EE-IND-B2-L32|EE-IND-B2-L32-ACT-2|Language Presentation/Review|2|10|
